"LineDiscount","CustomerUnit","Municipality","County","Country","NoOfEmployees","Potential","AccessoryRatio","NSB","CPLow","Days","TargetDays","NrOfOrder","Software"
"No","SMB Mid","København","Hovedstaden","Denmark","-1","0","0,170839","27738,1","0,176233772",288,288,8,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","70785","0,096662","267012,48","0,087447748",46,9999,14,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","6,5","71890","0","18347,65","0,176029628",278,9999,1,"No"
"No","SMB Mid","Partille","Västra Götaland","Sweden","30","311100","0,026057","170203,38","0,102690969",57,935,16,"Yes"
"No","SMB Small","Ängelholm","Skåne","Sweden","1,3","0","1","3695","0,188362652",477,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,166527","4798","0,163574406",656,9999,1,"No"
"No","SMB Small","Vara","Västra Götaland","Sweden","1,8","15102","0,054919","41789,5","0,080474521",50,9999,4,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","15102","0,984172","129522","0,322092077",15,746,21,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","0","0","4499","0,017717271",601,9999,1,"No"
"No","SMB Small","Vallentuna","Stockholm","Sweden","6,5","43420","1","790","0,355088608",133,9999,1,"No"
"Yes","Public","Trondheim","Sør-Trøndelag","Norway","2501,3","22487081,33","0,643441","377290,41","0,843730987",12,9999,129,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,144193","86925","0,122936324",53,9999,6,"No"
"No","SMB Large","Kolding","Syddanmark","Denmark","46,3","493885","0","46235,65","0,082055513",54,54,4,"Yes"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","19602","0","37687,42","0,065068397",1,9999,6,"No"
"No","SMB Small","Ullensaker","Akershus","Norway","1,8","40104","0,3861","14345,04","0,144539855",134,9999,5,"No"
"No","SMB Small","Læsø","Nordjylland","Denmark","1,3","0","0,028891","10457,88","0,190004093",475,9999,1,"No"
"No","SMB Small","Lidingö","Stockholm","Sweden","1,3","14157","0,149168","55346,64","0,115522279",46,662,9,"Yes"
"No","SMB Mid","Mark","Västra Götaland","Sweden","30","661800","0,47541","12681,66","0,202737654",239,9999,3,"No"
"Yes","Public","Odense","Syddanmark","Denmark","8,3","92047","0,213618","8158,46","0,050179813",9,9999,7,"No"
"No","SMB Mid","Halmstad","Halland","Sweden","30","200400","0,079847","112677,17","0,10861872",182,9999,10,"No"
"No","SMB Small","Bollnäs","Gävleborg","Sweden","13,4","120466","0","8129","0,049092139",145,145,1,"Yes"
"No","SMB Small","Tjörn","Västra Götaland","Sweden","-1","0","0,032425","2313","0,090440986",589,9999,1,"No"
"No","Public","Linköping","Östergötland","Sweden","13,4","105860","0","10994,52","0,061209584",43,9999,2,"No"
"No","SMB Small","Mariestad","Västra Götaland","Sweden","1,8","19602","0,08282","15974,4","0,102962866",210,9999,1,"No"
"No","SMB Small","Solna","Stockholm","Sweden","1,8","19602","0,278837","12796","0,195704908",22,9999,4,"No"
"No","SMB Small","Holstebro","Midtjylland","Denmark","30","0","1","4663,3","0,189835524",726,9999,1,"No"
"No","SMB Mid","Roskilde","Sjælland","Denmark","30","287700","0","2829,91","0,260481782",162,9999,2,"No"
"No","SMB Small","Espoo","Uusimaa","Finland","6,5","0","0","2437,44","0,068822207",587,9999,1,"No"
"Yes","SMB Small","Uppsala","Uppsala","Sweden","1,8","15102","0,240809","24718,92","0,13219105",99,9999,4,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,3","0","0,356695","5593","0,19519578",543,9999,2,"No"
"No","Corporate","Ånge","Västernorrland","Sweden","30","251700","0,208139","196910,8","0,274865117",54,9999,4,"No"
"No","SMB Small","Lund","Skåne","Sweden","1,8","19602","0,308907","35645","0,12574246",182,9999,2,"No"
"No","SMB Small","Täby","Stockholm","Sweden","1,8","19602","0,047866","32131","0,116434285",195,195,1,"Yes"
"No","SMB Small","Frederiksberg","Hovedstaden","Denmark","1,8","18324","0,228823","45349,66","0,119705638",161,9999,13,"No"
"No","SMB Small","Lund","Skåne","Sweden","1,3","10907","0","798","0,03764411",46,9999,1,"No"
"No","SMB Small","Mölndal","Västra Götaland","Sweden","1,8","15102","0,103718","157541,84","0,123225297",78,284,20,"Yes"
"No","SMB Small","Sandnes","Rogaland","Norway","1,8","0","0,164544","4672,04","0,217057217",383,9999,4,"No"
"No","SMB Small","Kuopio","Pohjois-Savo","Finland","1,8","1492,38","0","6106,32","0,046026084",259,9999,1,"No"
"No","SMB Small","Lerum","Västra Götaland","Sweden","30","351900","0,021247","14589,8","0,05195342",47,9999,2,"No"
"No","SMB Small","Næstved","Sjælland","Denmark","6,5","62335","0,44053","7058,65","0,113647794",188,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","6,5","0","0","2097","0,134263233",552,9999,1,"No"
"No","SMB Small","Växjö","Kronoberg","Sweden","1,8","19602","0","16066,4","0,10331686",208,208,1,"Yes"
"Yes","SMB Small","Alingsås","Västra Götaland","Sweden","30","237000","0,95364","46929,07","0,251623993",6,9999,28,"No"
"No","SMB Small","København","Hovedstaden","Denmark","13,4","339422","0,249314","19706,81","0,214745563",70,9999,2,"No"
"No","SMB Small","Bromölla","Skåne","Sweden","5,4","0","0,298445","14857","0,157342667",404,9999,6,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0,291453","2539","0,242107129",502,9999,1,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,3","28678","0,029013","3412,26","0,082221167",145,9999,2,"No"
"Yes","Corporate","Solna","Stockholm","Sweden","1214,7","10977153","0,685268","61338","0,102472529",4,9999,53,"No"
"No","SMB Mid","Haderslev","Syddanmark","Denmark","30","327600","0,473073","22121,61","0,160500524",90,9999,12,"No"
"No","Public","Ballerup","Hovedstaden","Denmark","5503","56284215","0","2599,68","0,174798437",378,9999,1,"No"
"No","SMB Small","Fredericia","Syddanmark","Denmark","1,8","0","0,133351","7849,27","0,066311899",644,9999,4,"No"
"No","SMB Small","Porvoo","Uusimaa","Finland","13,4","11109,94","0","7803,64","0,030583164",285,9999,1,"No"
"No","SMB Mid","Eskilstuna","Södermanland","Sweden","30","200400","0,104077","332884,39","0,096860445",6,9999,35,"No"
"No","SMB Mid","Tinn","Telemark","Norway","30","0","0","3984,59","0,149874893",586,9999,1,"No"
"No","SMB Small","Horsens","Midtjylland","Denmark","-1","12467","0","6715,72","0,110202629",210,9999,1,"No"
"No","SMB Small","Söderköping","Östergötland","Sweden","6,5","143390","0,190732","81533,16","0,109179259",330,637,8,"Yes"
"No","SMB Small","Ylivieska","Pohjois-Pohjanmaa","Finland","13,4","0","1","15407,52","0,068065464",676,9999,3,"No"
"No","SMB Small","Bengtsfors","Västra Götaland","Sweden","31,8","329766","0,447801","12197,03","0,170453791",11,9999,3,"No"
"No","SMB Small","Nordfyns","Syddanmark","Denmark","1,8","13824","0,060741","15369,95","0,082571511",204,217,8,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","7237,8","0","2899","0,126595378",348,9999,1,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","30","200400","0","11433,3","0,070918283",140,9999,2,"No"
"No","SMB Mid","Lund","Skåne","Sweden","87,9","1014351","0,17675","1407752,63","0,105630525",104,9999,172,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","15102","1","809","0,223634116",91,9999,1,"No"
"No","SMB Small","Ålesund","Møre og Romsdal","Norway","1,8","13374","0,898272","41296,99","0,154273956",211,9999,12,"No"
"No","SMB Mid","Høje-Taastrup","Hovedstaden","Denmark","30","158100","0,085307","34890,86","0,121023672",161,9999,10,"No"
"Yes","SMB Large","Stockholm","Stockholm","Sweden","337","2989190","0,269591","1991754,17","0,134739012",1,81,265,"Yes"
"Yes","Corporate","Stockholm","Stockholm","Sweden","750","6742500","0,136562","1670470,06","0,126732191",12,9999,126,"No"
"No","SMB Small","Vårgårda","Västra Götaland","Sweden","1,3","11531","0","2499","0,095930372",281,9999,1,"No"
"No","SMB Mid","Säffle","Värmland","Sweden","30","311100","0,047615","34463,8","0,067142915",79,79,4,"Yes"
"No","SMB Small","Stockholm","Stockholm","Sweden","4,4","39028","0,599522","65802,4","0,13798752",182,1057,7,"Yes"
"No","SMB Small","Århus","Midtjylland","Denmark","1,3","16653","0","15280,24","0,160025628",88,9999,1,"No"
"No","SMB Small","Öckerö","Västra Götaland","Sweden","6,5","54535","0,250077","58458,02","0,136366404",232,915,13,"Yes"
"No","SMB Small","Norrtälje","Stockholm","Sweden","6,5","51350","0,021174","9398,04","0,090458223",13,9999,2,"No"
"No","SMB Small","Furesø","Hovedstaden","Denmark","1,3","32929","0,108112","38626,38","0,112045706",6,9999,11,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,3","14157","1","879","0,257599545",210,9999,1,"No"
"No","SMB Small","Tyresö","Stockholm","Sweden","1,8","39708","0,431376","55424,9","0,141860247",12,95,9,"Yes"
"No","SMB Small","Tyresö","Stockholm","Sweden","1,3","28678","0,177552","68819","0,143108299",232,620,17,"Yes"
"No","SMB Small","Borås","Västra Götaland","Sweden","1,8","15102","0,051302","31148,75","0,106166058",1,9999,10,"No"
"No","SMB Small","Göteborg","Västra Götaland","Sweden","30","200400","1","699","0,176466381",71,9999,1,"No"
"No","SMB Mid","Oslo","Oslo","Norway","30","368400","0","2807,44","0,025774371",154,9999,1,"No"
"No","SMB Small","Hallstahammar","Västmanland","Sweden","1,3","7200,7","0,231759","1165","0,251313305",165,9999,1,"No"
"No","SMB Mid","Nacka","Stockholm","Sweden","137","1491930","0,152268","1655678,4","0,125662315",4,9999,106,"No"
"No","SMB Small","Sotenäs","Västra Götaland","Sweden","1,3","15249","0,048828","2560","0,02940625",186,9999,2,"No"
"No","Public","Tampere","Pirkanmaa","Finland","1500","2038739,81","0,074723","7898899,17","0,058057646",56,9999,195,"No"
"No","SMB Small","København","Hovedstaden","Denmark","36,5","494210","0","1717,14","0,276185984",61,9999,2,"No"
"Yes","Corporate","Trondheim","Sør-Trøndelag","Norway","410","4686300","0,286359","20290,7","0,102026051",282,9999,8,"No"
"No","SMB Small","Laitila","Varsinais-Suomi","Finland","13,4","0","0,394736","2270,45","0,174062411",438,9999,1,"No"
"No","SMB Small","Århus","Midtjylland","Denmark","43,4","445284","0,419192","16538,16","0,144243374",284,9999,1,"No"
"No","SMB Small","Salem","Stockholm","Sweden","1,3","0","0","14910,8","0,048823671",404,9999,1,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","1,3","13598","0,041002","3146,16","0,066713072",169,9999,1,"No"
"No","SMB Small","Aurland","Sogn og Fjordane","Norway","6,5","0","0,055399","2277,09","0,047784673",655,9999,1,"No"
"No","SMB Small","Trondheim","Sør-Trøndelag","Norway","1,8","40104","0","17018,79","0,053617208",319,9999,1,"No"
"Yes","SMB Mid","Fjell","Hordaland","Norway","1,3","0","0,573404","285223,77","0,423437955",593,908,17,"Yes"
"No","SMB Small","Sollentuna","Stockholm","Sweden","1,8","39708","0","995","0,301236181",49,9999,2,"No"
"No","SMB Small","Huddinge","Stockholm","Sweden","6,5","54535","0,205573","117845,88","0,107849337",95,9999,16,"No"
"No","SMB Small","Alingsås","Västra Götaland","Sweden","1,8","0","0,073349","8848","0,069250678",441,9999,1,"No"
"No","SMB Mid","Middelfart","Syddanmark","Denmark","6,5","77480","0,051937","89520,22","0,113136339",92,9999,19,"No"
"No","Corporate","Arvika","Värmland","Sweden","6,5","54535","0,001022","43040","0,301868959",68,9999,1,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","18828","0,298808","14511,01","0,101657293",279,9999,4,"No"
"No","SMB Small","Sørum","Akershus","Norway","13,4","0","1","2255,38","0,131330419",627,9999,1,"No"
"No","SMB Small","Hallstahammar","Västmanland","Sweden","1,3","0","0,226941","4335,91","0,127078283",454,9999,1,"No"
"No","SMB Small","Gotland","Gotland","Sweden","6,5","36003,5","0","3399","0,219205649",71,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","1","1099","0,254021838",62,9999,1,"No"
"No","SMB Large","Mölndal","Västra Götaland","Sweden","6,5","67990","0,600907","16530","0,287492438",264,9999,9,"No"
"No","SMB Small","Härryda","Västra Götaland","Sweden","1,8","39708","1","3168","0,178570076",341,9999,1,"No"
"Yes","SMB Small","Västerås","Västmanland","Sweden","6,5","54535","0,07922","9402,98","0,056088602",92,9999,5,"No"
"No","SMB Small","Växjö","Kronoberg","Sweden","1,3","11687","0","1119","0,184343164",165,9999,1,"No"
"No","SMB Small","Åstorp","Skåne","Sweden","1,8","0","0","3139","0,072175852",709,9999,1,"No"
"No","SMB Small","Not Defined","Not Defined","Denmark","30","0","0","342,82","0,255177644",4,9999,1,"No"
"No","SMB Small","Olofström","Blekinge","Sweden","1,8","16956","1","10415","0,392597216",299,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,072996","11219,68","0,113038875",307,770,3,"Yes"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","2709","0,06691399",678,9999,1,"No"
"No","SMB Small","Årjäng","Värmland","Sweden","1,3","8684","1","639","0,263161189",183,9999,1,"No"
"No","SMB Small","Vantaa","Uusimaa","Finland","1,8","1858,86","0","19458,69","0,039613664",32,669,4,"Yes"
"No","SMB Small","Ystad","Skåne","Sweden","6,5","54535","0,070661","5590","0,314799642",116,9999,2,"No"
"No","SMB Small","Örebro","Örebro","Sweden","1,8","19602","0,039584","44810,72","0,091982677",12,288,10,"Yes"
"No","SMB Small","Gävle","Gävleborg","Sweden","1,3","0","0,113293","14511","0,108033905",546,9999,2,"No"
"No","SMB Large","København","Hovedstaden","Denmark","13,4","339422","0,296105","33734,15","0,18838951",42,9999,14,"No"
"No","SMB Small","Hørsholm","Hovedstaden","Denmark","13,4","339422","0","2936,83","0,140495024",89,9999,3,"No"
"No","SMB Small","Dals-Ed","Västra Götaland","Sweden","1,3","28678","0","585,82","0,264125499",43,9999,1,"No"
"No","SMB Mid","Vejle","Syddanmark","Denmark","-1","0","0,405413","17068,76","0,191635479",207,9999,6,"No"
"No","SMB Mid","Göteborg","Västra Götaland","Sweden","13,4","157182","0,455414","101317,41","0,200315622",12,175,39,"Yes"
"No","SMB Small","Allerød","Hovedstaden","Denmark","6,5","0","0,903024","12045,01","0,155038477",679,9999,6,"No"
"No","SMB Small","Ljusdal","Gävleborg","Sweden","1,8","15102","0,113569","5635,34","0,113277992",21,9999,2,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","1","1095","0,234383562",609,9999,1,"No"
"No","SMB Mid","Trondheim","Sør-Trøndelag","Norway","18,3","407724","0,087045","95886,37","0,096952987",236,9999,8,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","32929","0","3883,92","0,02696245",120,9999,1,"No"
"No","SMB Small","Solrød","Sjælland","Denmark","1,8","45594","0,176393","1807,66","0,2105927",133,9999,4,"No"
"No","SMB Small","Jönköping","Jönköping","Sweden","13,4","157182","0,781433","18754,01","0,207865411",48,9999,6,"No"
"No","SMB Small","Not Defined","Not Defined","Denmark","30","0","0","5019,92","0,083439577",18,9999,1,"No"
"No","SMB Small","Södertälje","Stockholm","Sweden","1,3","28678","0,034035","56294,6","0,07145943",315,9999,8,"No"
"No","SMB Small","Nacka","Stockholm","Sweden","1,8","39708","0,05005","41917,3","0,099889544",8,9999,3,"No"
"No","SMB Mid","Stockholm","Stockholm","Sweden","307","0","0,113596","52721,6","0,120826189",398,949,6,"Yes"
"No","SMB Small","Växjö","Kronoberg","Sweden","1,3","0","0,043309","25814,12","0,074818355",413,9999,2,"No"
"No","SMB Small","Habo","Jönköping","Sweden","1,3","0","0,317544","5067","0,104655615",565,9999,2,"No"
"Yes","SMB Small","Sundbyberg","Stockholm","Sweden","1,8","21114","0,907103","25184,68","0,190688149",155,9999,11,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","39708","0,127288","15673","0,150969183",188,9999,3,"No"
"No","SMB Small","København","Hovedstaden","Denmark","1,3","0","1","261,48","0,287478966",637,9999,1,"No"
"No","SMB Small","NULL","Troms","Norway","13,4","46230","0","801,47","0,263440927",221,9999,1,"No"
"No","Corporate","Hanko","Uusimaa","Finland","81,4","0","1","9514,55","0,151755995",585,9999,1,"No"
"No","SMB Small","Kungsbacka","Halland","Sweden","1,8","39708","0,230934","50279,17","0,073412509",61,362,12,"Yes"
"No","SMB Small","Värmdö","Stockholm","Sweden","1,3","14157","1","5689","0,207210406",365,9999,2,"No"
"Yes","SMB Large","Hørsholm","Hovedstaden","Denmark","137","1313830","0,136784","1862578,55","0,09914005",28,9999,69,"No"
"Yes","Corporate","Brøndby","Hovedstaden","Denmark","2610,1","20125440","0,118338","8543275,71","0,078647485",1,173,2592,"Yes"
"No","SMB Small","Lejre","Sjælland","Denmark","1,8","24372","0,368189","133617,34","0,176839398",18,9999,20,"No"
"No","SMB Small","Faaborg-Midtfyn","Syddanmark","Denmark","6,5","0","0,013562","125444,1","0,060219412",506,9999,10,"No"
"No","SMB Mid","Kumla","Örebro","Sweden","13,4","89512","0,216077","77805,62","0,114297913",39,39,16,"Yes"
"Yes","SMB Small","Linköping","Östergötland","Sweden","-1","0","0,337689","22541,24","0,125848001",414,1033,8,"Yes"
"No","SMB Small","Nässjö","Jönköping","Sweden","1,8","0","0","1419","0,135891473",511,511,1,"Yes"
"No","SMB Small","Sotenäs","Västra Götaland","Sweden","1,3","14157","0","4351,64","0,014916215",337,9999,1,"No"
"No","SMB Small","Hyllestad","Sogn og Fjordane","Norway","1,8","0","0,044503","11267,09","0,106217311",376,9999,1,"No"
"No","SMB Small","Helsinki","Uusimaa","Finland","6,5","6132,75","0","6851,67","0,093428317",302,9999,1,"No"
"No","SMB Small","Olofström","Blekinge","Sweden","1,8","0","0,150283","16582,01","0,115275531",560,826,5,"Yes"
"No","SMB Small","Lappeenranta","Etelä-Karjala","Finland","13,4","36689,2","0","10447,92","0,134609568",343,9999,1,"No"
"No","SMB Small","Stockholm","Stockholm","Sweden","1,8","0","0","5999","0,041126854",699,9999,1,"No"
"No","SMB Small","Österåker","Stockholm","Sweden","13,4","74222,6","0,165126","110157,71","0,112636328",49,377,13,"Yes"
"No","SMB Small","Åre","Jämtland","Sweden","1,3","13598","0,043049","16167,34","0,024770927",56,9999,2,"No"
"No","SMB Small","Uppsala","Uppsala","Sweden","1,8","39708","0,596374","44832,58","0,158593594",335,9999,4,"No"
"Yes","SMB Small","Stockholm","Stockholm","Sweden","1,8","19602","0,166112","29197","0,109778402",69,9999,4,"No"
"No","SMB Small","Malmö","Skåne","Sweden","1,8","0","0,123224","2394","0,232305764",377,9999,2,"No"
"No","SMB Mid","Sarpsborg","Østfold","Norway","30","0","0,28007","11562,63","0,153661407",638,9999,5,"No"
"No","SMB Small","Time","Rogaland","Norway","1,3","0","0","2279,72","0,244556349",699,9999,1,"No"
"No","SMB Small","Uppvidinge","Kronoberg","Sweden","1,8","21114","0,135871","3783","0,099873117",200,9999,1,"No"
